"table1","table2","precision","recall","f1"
"48456557_0_3760853481322708783.csv~Col2","90196673_0_5458330029110291950.csv~Col1","0.9924242424242424"
"48456557_0_3760853481322708783.csv~Col1","90196673_0_5458330029110291950.csv~Col0","0.9583333333333334"
"90196673_0_5458330029110291950.csv~Col0","48456557_0_3760853481322708783.csv~Col1","0.9583333333333334"
"90196673_0_5458330029110291950.csv~Col1","48456557_0_3760853481322708783.csv~Col2","0.9924242424242424"
"84675086_0_6386416780680710863.csv~Col4","74685423_0_8061289760697103949.csv~Col4","0.700507614213198"
"84675086_0_6386416780680710863.csv~Col2","74685423_0_8061289760697103949.csv~Col2","0.8223350253807107"
"84675086_0_6386416780680710863.csv~Col3","74685423_0_8061289760697103949.csv~Col3","0.9796954314720813"
"84675086_0_6386416780680710863.csv~Col1","74685423_0_8061289760697103949.csv~Col1","0.6903553299492385"
"74685423_0_8061289760697103949.csv~Col2","84675086_0_6386416780680710863.csv~Col2","0.8223350253807107"
"74685423_0_8061289760697103949.csv~Col4","84675086_0_6386416780680710863.csv~Col4","0.700507614213198"
"74685423_0_8061289760697103949.csv~Col3","84675086_0_6386416780680710863.csv~Col3","0.9796954314720813"
"74685423_0_8061289760697103949.csv~Col1","84675086_0_6386416780680710863.csv~Col1","0.6903553299492385"
"86747932_0_7532457067740920052.csv~Col3","5873256_0_7795190905731964989.csv~Col3","1.0"
"86747932_0_7532457067740920052.csv~Col2","5873256_0_7795190905731964989.csv~Col2","1.0"
"86747932_0_7532457067740920052.csv~Col1","5873256_0_7795190905731964989.csv~Col1","0.8978102189781022"
"86747932_0_7532457067740920052.csv~Col0","5873256_0_7795190905731964989.csv~Col0","0.8978102189781022"
"5873256_0_7795190905731964989.csv~Col0","86747932_0_7532457067740920052.csv~Col0","0.8978102189781022"
"5873256_0_7795190905731964989.csv~Col1","86747932_0_7532457067740920052.csv~Col1","0.8978102189781022"
"5873256_0_7795190905731964989.csv~Col2","86747932_0_7532457067740920052.csv~Col2","1.0"
"5873256_0_7795190905731964989.csv~Col3","86747932_0_7532457067740920052.csv~Col3","1.0"
"41194422_1_1172256090552737974.csv~Col1","41194422_0_7231546114369966811.csv~Col1","1.0"
"41194422_1_1172256090552737974.csv~Col2","41194422_0_7231546114369966811.csv~Col2","0.9956521739130435"
"41194422_1_1172256090552737974.csv~Col0","41194422_0_7231546114369966811.csv~Col0","1.0"
"41194422_0_7231546114369966811.csv~Col0","41194422_1_1172256090552737974.csv~Col0","1.0"
"41194422_0_7231546114369966811.csv~Col2","41194422_1_1172256090552737974.csv~Col2","0.9956521739130435"
"41194422_0_7231546114369966811.csv~Col1","41194422_1_1172256090552737974.csv~Col1","1.0"
"78650283_0_5937576517849452289.csv~Col0","26310680_0_5150772059999313798.csv~Col2","0.9868421052631579"
"26310680_0_5150772059999313798.csv~Col2","78650283_0_5937576517849452289.csv~Col0","0.9868421052631579"
